"RECORDID","NIDIDFULL","NIDID","DAM_NAME","OTHER_DAM_NAME","OTHERSTRUCTUREID","LATITUDE","LONGITUDE","LOC_FLAG","STATE","COUNTY","RIVER","COMID","GNIS_NAME","FTYPE","STRM_ORDR","STATUSFLAG","HUC_2","HUC_12","MTRL","PRMRY_MTRL","CORE_MTRL","FND_MTRL","CNST_TYPE","HYD_HT","DAM_HT","STR_HT","MAX_HT","DAM_LEN","DAM_VOL","GATE","NUM_LOCKS","LOCKS","SPLLWYCONT","DISTTOSUB","CAP_MWA","GEN_MWHA","CF_A","REG_FERC","DLYSOLGEN","DLYWINDGEN","MULTI_PRPS","PRPS_PRMRY","PRPS_GEN","HYD_HD_A","FED_OP","FED_OP_OWN","MAX_STRG","NORM_STRG","MAX_DISCHA","UM_DAM_CT","UMDAMCTLEN","TOTUDAM_CT","DM_DAM_CT","TOTMSDAMCT","DISTTOUDAM","DISTTODDAM","PERCDISUS","DMDAMCTLEN","OWNER_TYPE","OWNER_GEN","FEDOWNNAME","HUC12_POP","CULTURE","RCRTN","AGE","MOD_AGE","FEMA_HZRD","HH_DAM_CT","FED_REG","PLTCLPRTY","NERCREG","NERCSUBREG","FFSHDLYTRP","CTDVBTRMP","CTUDVBTRMP","CTFISHCOLD","CTFISHSALT","CTWWPAD","DOM_WD","Q_EROM","MNANNAVGQ","MAXDLYQ","MINDLYQ","PERC10Q","PERC20Q","PERC30Q","PERC40Q","PERC50Q","PERC60Q","PERC70Q","PERC80Q","PERC90Q","DRNG_AREA","W_AREA","C_AREA","W_ELEV","C_ELEV","SRFC_AREA","W_RUNOFF","C_RUNOFF","W_HYDREG","C_HYDREG","W_HYDCON","C_HYDCON","DAM_STRG","W_HPRECIP","C_HPRECIP","W_HMNTEMP","C_HMNTEMP","W_HMAXTEMP","C_HMAXTEMP","W_HMINTEMP","C_HMINTEMP","CLIM_PRES","CLIM_PRESD","CLIM_FUT","CLIM_FUTD","ECOREGION","CTOCNSTRG","CTINLDSTRG","CTOCNCLPD","CTOCNEEL","CTOCNSALM","CTINLDSALM","CTOTRINLD","FISHPSSREQ","PROT_MGMT","PROT_TYPE","PROTSTATUS","ACCESS","BIODIV_LIM","WSR","CERADENS","W_IMPERV","C_IMPERV","W_RDDENS","C_RDDENS","W_HIURBAN","C_HIURBAN","W_CROP","C_CROP","W_WETLD","C_WETLD","W_FOREST","C_FOREST","NPDESDENSW","NPDESDENSC","TRI_DENSW","TRI_DENSC","SF_DENSW","SF_DENSC","IMP303DTOT","IMP303DBIO","IMP303DNUT","IMP303D_T","IMP303DPH","IMP303DSED","IMP303D","W_CHEMREG","C_CHEMREG","W_SEDREG","C_SEDREG","AGN_RUNOFF","AGP_RUNOFF","AG_RUNOFF","AG_EROSION","LITH","MMI_10PCT","W_CLAY","C_CLAY","W_SAND","C_SAND","W_OM","C_OM","W_PERM","C_PERM","W_RCKDEP","C_RCKDEP","W_KF","C_KF","Owner","Federally Regulated","Owner Type","Potential Capacity (MW)","Distance to Substation (km)","Community","Environmental","Grid","Industry","Batteries","H2 Feasibility","PSH Feasibility","Critical Habitat","Protected Land","Impaired Stream","Retail Price of Electricity (cents/kWh)","Wholesale Price of Electricity ($/MWh)","Financial Incentives","Regulatory Policies"
8576,"FL00302","FL00302","PUMPING STATION 131 AND LOCK","PS-131","-99999",26.9788,-81.09,"-99999","Florida","GLADES","LEVEE 50 BORROW DITCH",-99999,"-99999","-99999",-99999,"-99999",3,30901030304,"Other","Other","-99999","-99999","-99999",10.9728,10.9728,5.7912,10.9728,-99999,82.51842115,"Some type of gate/control structure reported",1,"Dam includes at least one lock","Controlled spillway",0.810690916478328,2.798318098,6535.49628,26.66105829,"Dam likely would fall under FERC regulatory authority",4.64616000128,1200000,"Multiple purposes","Flood Control and Storm Water Management","Storage",7.68096,"No federal agency involved in operation","No federal agency involved in operation",10508016120,5669074080,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"State","Other","-99999",1123.82498783,"-99999","Dam has no recreational purposes reported",58,58,"High",1,"Dam is not under federal regulatory authority","R","FLORIDA RELIABILITY COORDINATING COUNCIL (FRCC)","FRCC",17425.1556931,2,-99999,-99999,-99999,-99999,0.104516,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0.4370609,-99999,-99999,-99999,-99999,-99999,-99999,567.000000218,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cfa","Temperate, no dry season, hot summer","Aw","Tropical, savannah","NORTHERN FORESTS",0,0,0,1,0,0,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.452484220266,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",-99999,-99999,-99999,-99999,18.0944309896,30.326854583,615.711287579,0.269925596617,"Sand",3.07,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"","NO","STATE","2.8","0.81","0.09","0.2","0.19","0.06","LOW","LOW","LOW","YES","NO","NO","10.06","38.3073797","1","4"
8632,"FL00424","FL00424","ORTONA  LOCK AND DAM (S-78)","ORTONA LOCK AND DAM","-99999",26.78863096,-81.30402132,"Coordinates based on update from 2012 NPD Resource Assessment","Florida","GLADES","CALOOSAHATCHEE RIVER (C-43)",10247435,"Caloosahatchee River","ArtificialPath",3,"-99999",3,30902050206,"-99999","-99999","Concrete","Soil","-99999",9.144,-99999,11.5824,11.5824,-99999,-99999,"Some type of gate/control structure reported",1,"Dam includes at least one lock","Controlled spillway",6.29597949453798,2.872251856,6708.169216,26.66105829,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.64000000281,1200000,"Multiple purposes","Flood Control and Storm Water Management","Storage",8.10768,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",124564211.28,101607915,152.9109715968,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USACE",367.200045127,"-99999","Dam has no recreational purposes reported",60,60,"Low",1,"Dam is not under federal regulatory authority","R","FLORIDA RELIABILITY COORDINATING COUNCIL (FRCC)","FRCC",27297.9643555,-99999,-99999,-99999,-99999,-99999,0.034222,122,6.808937,206.6686,0.1152727,18.77994,9.523376,5.638364,3.461029,2.123751,1.293966,0.8274946,0.5265276,0.3199905,-99999,806.7303,5.9976,6.718395,4.606194,-99999,204.7282,204,0.8852346,0.8615764,0.9376412,0.9342828,32906.0000887,1237.908,1291.698,23.07813,23.03141,29.2079,29.25035,10.80313,10.79978,"Cfa","Temperate, no dry season, hot summer","Aw","Tropical, savannah","NORTHERN FORESTS",0,0,0,1,0,0,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.50826138258,6.949698,7.726681,1.239561,1.405738,0.03770777,0.09003601,36.72647,45.21309,21.12159,17.61705,5.189615,0.09003601,0,0,0.001239572,0,0,0,2.01515448054,0,2.01515428256,0,0,0,"Dam is located on a stream listed as impaired",0.9107822,0.8976832,0.9759679,0.9686649,44.3143549626,28.6236216415,532.582706921,1.04733741079,"Sand",3.039,6.825739,7.225158,88.17592,87.9516,2.371618,2.013975,26.96174,25.4332,137.034,145.9946,0.09204676,0.09766957,"USACE - JACKSONVILLE DISTRICT","NO","FEDERAL","2.87","6.3","0.1","0.26","0.19","0.07","LOW","LOW","LOW","NO","NO","YES","10.06","38.3073797","1","4"
8633,"FL00425","FL00425","ST. LUCIE LOCK AND DAM (S-80)","ST LUCIE LOCK AND DAM","-99999",27.11162156,-80.28534585,"Coordinates based on update from 2012 NPD Resource Assessment","Florida","MARTIN","ST LUCIE CANAL",54392," ","ArtificialPath",5,"-99999",3,30902060402,"-99999","-99999","Concrete","Soil","-99999",10.0584,-99999,11.8872,11.8872,164.592,-99999,"Some type of gate/control structure reported",1,"Dam includes at least one lock","Controlled spillway",3.42454732912096,16.56109183,38678.57416,26.66105829,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.3928000462,1303971.375,"Multiple purposes","Flood Control and Storm Water Management","Storage",8.32104,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",2850572.28,2242466.64,724.9112727552,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Federal","Federal","USACE",8143.73735947,"-99999","Dam has no recreational purposes reported",60,60,"Low",2,"Dam is not under federal regulatory authority","R","FLORIDA RELIABILITY COORDINATING COUNCIL (FRCC)","FRCC",117244.197163,-99999,-99999,-99999,-99999,-99999,0.773655,2254,104.2719,1188.481,8.016887,233.0431,158.3182,116.0689,87.82234,68.34456,52.66436,41.20037,31.28504,23.29453,523.178,13737.56,233.0586,16.38287,7.442665,-99999,211.0083,204,0.9363922,0.8688335,0.9597489,0.9214933,31709.008969,1214.352,1370.146,22.73741,23.12463,28.76329,28.88008,10.09259,11.64815,"Am","Tropical, monsoon","Am","Tropical, monsoon","NORTHERN FORESTS",-99999,-99999,-99999,-99999,-99999,-99999,-99999,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.29249972105,7.469336,7.062978,1.810299,1.354256,0.4433845,0.02780417,11.03887,31.94119,28.25685,27.00595,4.193055,2.182627,0.0002911726,0,0.008298418,0,0.00116469,0,5.31021641158,0,5.01686321344,0,0,0,"Dam is located on a stream listed as impaired",0.9339159,0.9106663,0.9824466,0.9744721,53.7323450649,40.0968716005,671.043033115,1.84820096356,"-99999",3.027,6.218465,9.883523,89.05918,85.02148,8.108045,0.8705833,28.27084,24.51482,145.5748,150.1155,0.06984321,0.09991462,"USACE - JACKSONVILLE DISTRICT","NO","FEDERAL","16.56","3.42","0.04","0.19","0.19","0.08","LOW","LOW","LOW","NO","NO","YES","10.06","38.3073797","1","4"
8860,"FL00708","FL00708","EUGENE J BURRELL LOCK AND DAM","BURRELL LOCK AND DAM","-99999",28.87092136,-81.78384585,"Coordinates based on update from 2012 NPD Resource Assessment","Florida","LAKE","HAINES CREEK",16633716,"Haines Creek","StreamRiver",4,"-99999",3,30801020402,"Other-Earth","Other","-99999","-99999","-99999",5.7912,5.7912,4.2672,5.7912,152.4,67280.84,"Some type of gate/control structure reported",0,"No locks","-99999",2.11590153107581,2.47049948,5769.873044,26.66105829,"Dam likely would fall under FERC regulatory authority",4.4584299888,1200000,"Multiple purposes","Flood Control and Storm Water Management","Storage",4.05384,"No federal agency involved in operation","No federal agency involved in operation",108546240,98678400,118.9307556864,1,2,1,2,3,-99,30.0663,15.9665,0.6846,"State","Other","-99999",21927.3151002,"-99999","Dam has no recreational purposes reported",78,15,"Low",1,"Dam is under federal regulatory authority","R","FLORIDA RELIABILITY COORDINATING COUNCIL (FRCC)","FRCC",25029.0272446,2,-99999,-99999,-99999,-99999,2.740914,166,14.80393,152.5332,1.861488,30.09106,21.65811,16.61928,13.20261,10.57121,8.460221,6.674632,5.280822,3.956626,-99999,1718.73,0.0585,30.50105,19.96723,4.47178,157.5957,155,0.9462711,0.7993077,0.9628492,0.8051659,28674.9988729,1265.173,1270.722,22.09305,21.6825,28.03729,27.84464,9.013252,8.5,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","NORTHERN FORESTS",0,0,0,1,0,0,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.33236297965,7.220247,6.025641,3.647845,6.96823,0.8485626,0,3.731476,0,22.2049,30.76923,5.417605,0,0.000581825,0,0.01745475,0,0.0023273,0,23.4444860915,0,23.4444864212,0,0,0,"Dam is located on a stream listed as impaired",0.9345957,0.8366226,0.9734279,0.8154803,1.05447086595,0.866822294001,150.424001458,0.44525282554,"Sand",3.383,5.373765,4.15,90.12847,90.94277,7.3788,0.4,32.90241,34.15,144.3588,140.97,0.06588003,0.09,"","YES","STATE","2.47","2.12","0.11","0.28","0.2","0.09","LOW","LOW","LOW","NO","NO","YES","10.06","42.1","1","4"
9611,"GA00201","GA00201","LAKE TOBESOFKEE DAM","FENLEY RYTHER DAM","-99999",32.82001128,-83.77069051,"Coordinates based on update from 2012 NPD Resource Assessment","Georgia","BIBB","TOBESOFKEE CREEK",6341566,"Tobesofkee Creek","ArtificialPath",5,"-99999",3,30701031406,"Earth","Earth","-99999","-99999","-99999",14.9352,16.4592,-99999,16.4592,262.128,-99999,"No gates reported",0,"No locks","Uncontrolled spillway",2.59703355007261,2.483368655,5799.929114,26.66105829,"Dam likely would fall under FERC regulatory authority",4.31351999746,1200000,"Single purpose","Flood Control and Storm Water Management","Storage",11.52144,"No federal agency involved in operation","No federal agency involved in operation",53106247.92,30688982.4,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Local government","Other","-99999",75564.5752949,"-99999","Dam serves some recreational purpose",49,49,"Low",15,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","SOUTHEASTERN",22746.5201588,-99999,-99999,-99999,-99999,-99999,8.074074,203,4.255811,103.4829,1.416178,7.641583,5.157242,4.179532,3.583982,3.141831,2.769166,2.379214,2.004513,1.754975,299195.6,468.6903,0.7695,178.853,119.1095,7.106286,415.9996,416,0.9481531,0.9604664,0.9668855,0.902941,15520.9986771,1194.607,1176.592,17.39586,17.90089,23.98353,24.39908,1.18817,1.855088,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,1,1,0,0,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.601235091686,6.55676,7.407323,1.693498,4.040085,0.1109901,0.2339181,0.5369004,0,3.370413,0,62.00835,15.67251,0.002133605,0,0.002133605,0,0,0,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9392199,0.9267629,0.9597994,0.9528158,3.04470284751,1.02261190383,48.0211220281,0.204490093902,"Granite",4.273,34.54683,37.62,35.02616,26.91888,0.288972,0.35,4.477155,3.69,147.2565,150.11,0.2587833,0.2689708,"BIBB COUNTY BOARD OF COMMISSIONERS","NO","LOCAL GOVERNMENT","2.48","2.6","0.13","0.25","0.22","0.07","LOW","LOW","LOW","NO","NO","NO","9.93","44.65","0","2"
10666,"GA01473","GA01473","DANIELL LAKE DAM","L F DANIELS DAM","-99999",33.99760141,-84.61013605,"Coordinates based on update from 2012 NPD Resource Assessment","Georgia","COBB","UNKNOWN",6500638," ","StreamRiver",-99999,"-99999",3,31501040807,"Earth","Earth","-99999","-99999","-99999",-99999,8.2296,-99999,8.2296,152.4,-99999,"No gates reported",0,"No locks","Uncontrolled spillway",1.89940038280647,4.385982787,10243.50098,26.66105829,"Dam likely would fall under FERC regulatory authority",4.08407998834,1202789.375,"Single purpose","Recreation","Storage",5.76072,"No federal agency involved in operation","No federal agency involved in operation",518061.6,308370,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Private","Private","-99999",37759.8021627,"-99999","Dam serves some recreational purpose",71,71,"High",11,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","SOUTHEASTERN",13397.6859894,-99999,-99999,-99999,-99999,-99999,2.341108,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1857.023,-99999,-99999,-99999,-99999,0.1214058,-99999,-99999,-99999,-99999,-99999,-99999,759.999997731,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","-99999",0,0,0,0,0,0,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.834291398525,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",-99999,-99999,-99999,-99999,1.67989178548,0.418955892809,177.748657597,0.48751871388,"Amphibolite",4.801,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"INDUSTRIAL PARK OWNERS ASSOCIATION","NO","PRIVATE","4.39","1.9","0.11","0.3","0.22","0.13","LOW","LOW","LOW","NO","NO","NO","9.93","44.65","0","2"
10770,"GA01591","GA01591","REED BINGHAM PARK LAKE DAM","-99999","-99999",31.16172349,-83.54283305,"Coordinates based on update from 2012 NPD Resource Assessment","Georgia","COLQUITT","LITTLE RIVER",2151161,"Little River","ArtificialPath",5,"-99999",3,31102040405,"Earth","Earth","-99999","-99999","-99999",4.572,4.8768,-99999,4.8768,609.6,-99999,"No gates reported",0,"No locks","Uncontrolled spillway",9.94365146641908,1.309914589,3059.316927,26.66105829,"Dam likely would fall under FERC regulatory authority",4.36806000376,1200000,"Single purpose","Recreation","Storage",3.41376,"No federal agency involved in operation","No federal agency involved in operation",4748898,1295154,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"State","Other","-99999",2463.04395062,"-99999","Dam has no recreational purposes reported",49,49,"Low",6,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","SOUTHEASTERN",8292.24114227,-99999,-99999,1,-99999,-99999,0.218133,536,15.03249,437.0168,0.03350757,38.8909,23.50021,15.22617,10.05621,6.675787,4.258238,2.396103,1.241465,0.5126755,997146.1,1470.351,3.8475,99.92809,64.00195,1.214058,344.7392,345,0.9098132,0.9585993,0.9595306,0.9770694,708.999999605,1230.934,1258.996,19.09846,19.50843,25.3307,25.80737,3.536743,3.949918,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","HUDSON PLAIN",0,0,0,0,0,0,0,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.530834436417,6.328741,6.201681,1.938569,1.538048,0.2705477,0,44.42571,27.48538,23.63026,25.59064,20.27694,25.07602,0,0,0.006120989,0,0.00136022,0,4.7866152613,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9200315,0.9464895,0.9597403,0.9802133,7.40068813676,4.47925069488,67.6838964411,0.377426764864,"Dolostone",3.828,22.49222,19.07951,60.55949,63.9286,0.6199598,0.9763649,11.11496,15.58085,152.4,152.4,0.1431954,0.1272468,"GEORGIA DEPARTMENT OF NATURAL RESOURCES","NO","STATE","1.31","9.94","0.1","0.16","0.22","0.07","LOW","LOW","LOW","NO","NO","NO","9.93","44.65","0","2"
10861,"GA01703","GA01703","NEW SAVANNAH BLUFF LOCK AND DAM","-99999","-99999",33.37248361,-81.94045398,"Coordinates based on update from 2012 NPD Resource Assessment","Georgia","RICHMOND","SAVANNAH RIVER",22724061,"Savannah River","ArtificialPath",7,"-99999",3,30601060607,"Concrete","Concrete","Concrete","Soil","Gravity",7.62,4.8768,21.336,21.336,109.728,57341.625,"Some type of gate/control structure reported",1,"Dam includes at least one lock","No spillway",3.04095106542656,24.68190085,57644.79433,26.66105829,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",4.31911999956,1200000,"Multiple purposes","Water Supply","Storage",7.62,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",14320702.8,11841408,849.50539776,7,2,426,0,7,0,0,89.2357,0,"Federal","Federal","USACE",55908.7617116,"-99999","Dam serves some recreational purpose",59,59,"High",6,"Dam is under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","SOUTHEASTERN",19124.1656475,1,-99999,-99999,-99999,-99999,4.200102,9676,249.7132,1655.917,70.04326,447.1695,329.1891,271.6568,232.2175,203.1279,177.9066,155.1599,132.9285,111.2488,19445.64,19107.15,30.0744,240.0322,56.57387,4.04686,562.6068,489,0.957378,0.9388968,0.9705117,0.9507724,1731.99998677,1266.685,1150.997,16.11953,17.78283,22.56671,24.55638,-0.2221352,1.130895,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","TAIGA",2,0,3,1,0,0,1,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.274645417929,6.829102,8.061522,2.067147,2.544286,0.2499274,1.861384,0.3007843,26.72073,2.136663,26.50826,60.85559,13.709,0.001674766,0.06650174,0.009420559,0.06650174,0.001360747,0,12.5603275114,12.5448981573,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9418801,0.9276432,0.9635143,0.9591329,5.09644084644,3.82412457094,179.564296602,0.613890921166,"-99999",5.063,33.67099,23.49053,34.45453,45.53462,0.3559988,0.8662796,5.021216,7.141535,143.4028,152.4,0.2668218,0.2329986,"USACE - SAVANNAH DISTRICT","YES","FEDERAL","24.68","3.04","0.17","0.09","0.24","0.08","LOW","LOW","LOW","YES","NO","NO","9.93","44.65","4","4"
11753,"GA02794","GA02794","AVERETT LAKE DAM","CHARTER OAKS #12","-99999",32.42340328,-84.90961645,"Coordinates based on update from 2012 NPD Resource Assessment","Georgia","MUSCOGEE","OPOSSUM CREEK",3432294,"Opossum Creek","StreamRiver",-99999,"-99999",3,31300030308,"Earth","Earth","-99999","-99999","-99999",-99999,8.0772,-99999,8.0772,195.072,-99999,"No gates reported",0,"No locks","Uncontrolled spillway",1.63960429350867,1.924837063,4495.473719,26.66105829,"Dam likely would fall under FERC regulatory authority",4.2149999943,1200000,"Single purpose","Recreation","Storage",5.65404,"No federal agency involved in operation","No federal agency involved in operation",344140.92,259030.8,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Private","Private","-99999",24871.1444081,"-99999","Dam serves some recreational purpose",61,61,"Low",5,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","SOUTHEASTERN",4341.75690651,-99999,-99999,-99999,-99999,-99999,2.513473,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,999.7361,-99999,-99999,-99999,-99999,0.08903092,-99999,-99999,-99999,-99999,-99999,-99999,367.000095504,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","HUDSON PLAIN",0,0,0,1,0,0,1,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.663415074348,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,15.6234082895,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",-99999,-99999,-99999,-99999,1.34637723605,0.262259807727,173.115088383,0.0728107923606,"Sand",4.047,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"CUSSETA RD LLC INDEPENDENCE PLACE FT BENNING LEXINGTON LLC","NO","PRIVATE","1.92","1.64","0.12","0.24","0.22","0.07","LOW","LOW","LOW","NO","NO","NO","9.93","44.65","0","2"
13653,"GA05183","GA05183","WIDGEON LAKE DAM","WIDGEON LAKE","-99999",32.54306782,-84.86301558,"Coordinates based on update from 2012 NPD Resource Assessment","Georgia","MUSCOGEE","UNKNOWN",3430026," ","StreamRiver",-99999,"-99999",3,31300030102,"Earth","Earth","-99999","-99999","-99999",-99999,6.096,-99999,6.096,77.724,-99999,"No gates reported",0,"No locks","Uncontrolled spillway",1.10725282661024,1.501444416,3506.636505,26.66105829,"Dam likely would fall under FERC regulatory authority",4.21106000805,1200000,"Single purpose","Recreation","Storage",4.2672,"No federal agency involved in operation","No federal agency involved in operation",148017.6,87577.08,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Private","Private","-99999",18829.65853,"-99999","Dam serves some recreational purpose",-99999,-99999,"Low",19,"Dam is not under federal regulatory authority","R","SERC RELIABILITY CORPORATION (SERC)","SOUTHEASTERN",5815.62198544,-99999,-99999,-99999,-99999,-99999,2.000461,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,1023.046,-99999,-99999,-99999,-99999,0.04451546,-99999,-99999,-99999,-99999,-99999,-99999,5631.9988676,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"Cfa","Temperate, no dry season, hot summer","Cfa","Temperate, no dry season, hot summer","HUDSON PLAIN",0,0,0,1,0,0,1,26.67,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.662795424461,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,0,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",-99999,-99999,-99999,-99999,2.80104149792,2.05417424374,178.636248422,0.51112713978,"Clay",4.069,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,"BEAVER RUN HOME ASSOCIATION","NO","PRIVATE","1.5","1.11","0.12","0.24","0.22","0.07","LOW","LOW","LOW","NO","NO","NO","9.93","44.65","0","2"
14875,"IA00004","IA00004","MISSISSIPPI RIVER DAM 12","POOL 12","-99999",42.26133687,-90.42089737,"Coordinates based on update from 2012 NPD Resource Assessment","Iowa","JACKSON","MISSISSIPPI RIVER",13361738,"Mississippi River","ArtificialPath",8,"-99999",7,70600050404,"Concrete-Earth","Concrete","Concrete-Earth-Metal","Soil","Gravity",2.7432,-99999,13.4112,13.4112,2614.2696,377988.34645,"Some type of gate/control structure reported",1,"Dam includes at least one lock","Uncontrolled spillway",6.20324281729836,51.98473637,254970.827,55.99000942,"Dam may not fall under FERC regulatory authority; Owner is a federal agency",3.72246998775,2950234,"Single purpose","Navigation","Navigation",2.7432,"Federal agency involved in operation","Federal agency owner is same as federal operating entity",113480160,0,925.9608835584,29,2,1118,16,45,0,55.2152,22.3828,0.6561,"Federal","Federal","USACE",1480.88321675,"-99999","Dam has no recreational purposes reported",17,17,"High",1,"Dam is not under federal regulatory authority","D","MIDWEST RELIABILITY ORGANIZATION (MRO)","MRO US",9849.80878258,3,-99999,-99999,-99999,-99999,0.099197,49760,1544.466,8397.928,308.1344,2892.669,2203.884,1738.011,1423.471,1214.308,1058.986,907.9702,760.1005,629.1857,213415.2,212264.6,0.6876,356.5135,191.1612,42.49203,214.9338,276,0.9209128,0.9783006,0.9383127,0.875,86.0003428118,782.1647,906.7755,6.330537,9.05021,12.06529,14.77152,-16.95702,-11.80864,"Dfa","Cold, no dry season, hot summer","Dfa","Cold, no dry season, hot summer","TUNDRA",0,1,0,1,0,1,1,45.16,"-99999","-99999","Dam is not on protected land","-99999","Dam is not on protected land","Not in W&S River protected area",0.533400475979,6.466234,6.608527,1.559705,8.965675,0.2197659,0.7853403,36.38885,0,15.67953,1.701571,26.01111,14.00524,0.0005841765,0,0.007170295,0,0.0004993766,0,13.7354934281,0,0,0,0,0,"Dam is located on a reach that is not listed as impaired",0.9012293,0.9061605,0.9580341,0.9414489,9.11161345269,9.15771440919,100.036960133,10.7300899598,"Dolostone",3.692,16.99496,21.48393,42.44833,15.45574,5.242922,1.353483,10.34786,5.342787,145.5985,152.4,0.2456916,0.211034,"USACE - ROCK ISLAND DISTRICT","NO","FEDERAL","51.98","6.2","0.03","0.19","0.41","0.24","MEDIUM","MEDIUM","LOW","NO","NO","NO","8.97","45.37","1","6"
